orderdate,productkey,customerkey,orderquantity,unitprice,extendedamount,productcost,salesamount,year,order_month,order_year
2004-05-29,217,27636,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-31,217,16914,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-06-08,217,18860,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-10,217,20433,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-17,217,13730,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-23,217,23870,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-26,217,26296,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-28,217,21436,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-07-01,217,26528,1,34.99,34.99,13.0863,34.99,2004,7,2004
2003-08-07,217,23249,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-08,217,24497,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-16,217,21574,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-21,217,26493,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-26,217,26340,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-27,217,26506,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-28,217,11293,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-29,217,21783,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-31,217,23577,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-09-01,217,21445,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-03,217,28082,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-04,217,16002,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-04,217,11673,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-12,217,26457,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-17,217,11012,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-18,217,23894,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-22,217,28806,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-25,217,23804,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-26,217,22767,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-26,217,12439,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-10-01,217,25005,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-01,217,26688,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-12,217,23496,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-15,217,27023,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-23,217,14878,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-30,217,21782,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-11-01,217,11014,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-03,217,27194,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-03,217,11508,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-04,217,24740,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-07,217,13014,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-08,217,21456,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-18,217,22191,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-21,217,26047,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-21,217,26260,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-24,217,24622,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-24,217,22073,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-25,217,27284,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-12-02,217,24736,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-03,217,13895,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-08,217,24651,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-15,217,14117,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-16,217,20507,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-17,217,19689,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-18,217,24929,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-20,217,26498,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-24,217,24965,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-26,217,25069,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-27,217,25896,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-30,217,11847,1,34.99,34.99,13.0863,34.99,2003,12,2003
2004-01-01,217,23694,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-05,217,24961,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-09,217,14657,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-09,217,14452,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-11,217,24826,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-13,217,23333,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-14,217,12109,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-16,217,27474,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-16,217,20635,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-23,217,21421,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-26,217,24766,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-30,217,20474,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-30,217,11803,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-02-04,217,27618,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-16,217,23157,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-18,217,12024,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-19,217,27098,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-26,217,28972,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-03-05,217,12091,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-13,217,27113,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-19,217,25846,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-19,217,23298,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-22,217,21634,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-27,217,25159,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-28,217,25179,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-28,217,11192,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-31,217,22762,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-04-02,217,26497,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-04,217,25153,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-11,217,22763,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-13,217,21415,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-13,217,11301,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-14,217,11653,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-14,217,27450,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-15,217,23062,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-15,217,11679,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-17,217,16144,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-24,217,26733,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-05-06,217,13233,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-08,217,28965,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-09,217,11728,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-23,217,21503,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-23,217,12434,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-27,217,17612,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-30,217,12366,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-06-04,217,25904,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-09,217,15422,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-09,217,18435,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-14,217,16073,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-14,217,11878,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-16,217,11254,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-17,217,24237,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-07-03,217,11856,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-06,217,11645,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-13,217,26197,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-17,217,11633,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-19,217,24438,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-20,217,24964,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-22,217,26787,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-24,217,25187,1,34.99,34.99,13.0863,34.99,2004,7,2004
2003-07-07,217,11278,1,34.99,34.99,13.0863,34.99,2003,7,2003
2003-07-25,217,22274,1,34.99,34.99,13.0863,34.99,2003,7,2003
2003-07-26,217,25087,1,34.99,34.99,13.0863,34.99,2003,7,2003
2003-08-07,217,15430,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-18,217,11688,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-19,217,16477,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-20,217,24521,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-20,217,22327,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-21,217,16013,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-26,217,19407,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-28,217,21474,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-29,217,18223,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-30,217,17569,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-31,217,14266,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-09-01,217,14734,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-06,217,16863,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-06,217,17359,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-09,217,18640,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-18,217,24450,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-18,217,23251,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-19,217,13070,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-19,217,14735,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-24,217,11014,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-27,217,18105,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-28,217,13432,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-30,217,15871,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-10-03,217,28002,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-06,217,19865,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-07,217,15894,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-10,217,28028,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-13,217,16980,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-15,217,11013,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-17,217,11256,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-20,217,12953,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-22,217,14280,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-31,217,17486,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-11-04,217,11172,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-07,217,28278,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-07,217,22135,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-08,217,22115,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-14,217,20072,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-15,217,16107,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-15,217,14355,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-16,217,25387,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-19,217,17611,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-19,217,14503,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-19,217,16998,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-24,217,16670,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-24,217,13224,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-27,217,17040,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-30,217,14335,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-30,217,25079,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-12-01,217,24441,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-03,217,13867,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-06,217,16333,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-09,217,14520,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-09,217,13450,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-12,217,25392,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-16,217,25402,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-20,217,20281,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-21,217,15971,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-26,217,23158,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-29,217,16082,1,34.99,34.99,13.0863,34.99,2003,12,2003
2004-01-03,217,15939,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-03,217,14375,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-07,217,14743,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-08,217,17564,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-09,217,13654,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-15,217,21353,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-16,217,15837,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-19,217,29226,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-20,217,18323,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-20,217,25982,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-24,217,15508,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-26,217,14097,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-28,217,17533,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-02-01,217,20660,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-04,217,25355,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-10,217,25895,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-10,217,23339,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-13,217,26112,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-27,217,26116,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-03-01,217,26642,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-03,217,12901,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-06,217,15271,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-08,217,15390,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-16,217,18049,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-17,217,20102,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-20,217,12946,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-21,217,26632,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-23,217,14588,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-27,217,21253,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-04-03,217,27279,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-05,217,24801,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-06,217,16850,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-09,217,18414,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-10,217,13196,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-14,217,13188,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-16,217,11166,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-18,217,21483,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-18,217,21504,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-18,217,21583,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-21,217,17679,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-26,217,19209,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-30,217,15977,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-30,217,14624,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-05-03,217,21728,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-06,217,17665,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-06,217,24814,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-16,217,21812,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-17,217,13922,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-24,217,21596,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-29,217,16642,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-29,217,21793,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-30,217,14333,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-31,217,28265,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-31,217,21427,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-06-01,217,20749,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-02,217,26277,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-05,217,15973,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-05,217,18829,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-06,217,19008,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-07,217,17687,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-13,217,18500,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-14,217,19137,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-16,217,25077,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-20,217,28285,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-20,217,25072,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-21,217,21291,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-22,217,15012,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-27,217,15887,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-27,217,22016,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-06-29,217,15848,1,34.99,34.99,13.0863,34.99,2004,6,2004
2004-07-03,217,14402,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-04,217,16368,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-06,217,28023,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-08,217,11182,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-08,217,21395,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-08,217,14482,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-09,217,11236,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-09,217,14361,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-15,217,28677,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-15,217,15293,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-17,217,15825,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-20,217,17378,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-28,217,14397,1,34.99,34.99,13.0863,34.99,2004,7,2004
2004-07-31,217,14029,1,34.99,34.99,13.0863,34.99,2004,7,2004
2003-10-23,217,11785,1,34.99,34.99,13.0863,34.99,2003,10,2003
2004-01-21,217,11870,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-02-29,217,11838,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-03-31,217,28582,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-07-14,217,11729,1,34.99,34.99,13.0863,34.99,2004,7,2004
2003-08-09,217,11438,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-09-20,217,11430,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-12-28,217,11562,1,34.99,34.99,13.0863,34.99,2003,12,2003
2004-05-27,217,11486,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-07-07,217,11435,1,34.99,34.99,13.0863,34.99,2004,7,2004
2003-07-07,217,16944,1,34.99,34.99,13.0863,34.99,2003,7,2003
2003-07-07,217,20716,1,34.99,34.99,13.0863,34.99,2003,7,2003
2003-07-29,217,14189,1,34.99,34.99,13.0863,34.99,2003,7,2003
2003-08-01,217,23941,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-15,217,22705,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-16,217,16057,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-16,217,26985,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-24,217,19177,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-28,217,13497,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-08-29,217,19429,1,34.99,34.99,13.0863,34.99,2003,8,2003
2003-09-01,217,27801,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-03,217,27791,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-05,217,22477,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-07,217,21680,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-08,217,15116,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-12,217,19472,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-19,217,17631,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-20,217,14952,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-24,217,12832,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-09-30,217,25702,1,34.99,34.99,13.0863,34.99,2003,9,2003
2003-10-01,217,15357,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-12,217,12741,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-15,217,17984,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-18,217,16048,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-29,217,24834,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-10-31,217,23757,1,34.99,34.99,13.0863,34.99,2003,10,2003
2003-11-03,217,16411,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-07,217,20171,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-10,217,17765,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-12,217,14153,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-17,217,17986,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-11-25,217,20720,1,34.99,34.99,13.0863,34.99,2003,11,2003
2003-12-02,217,12636,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-08,217,17777,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-10,217,28400,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-12,217,12266,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-18,217,28382,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-20,217,20831,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-24,217,12799,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-26,217,22310,1,34.99,34.99,13.0863,34.99,2003,12,2003
2003-12-26,217,22507,1,34.99,34.99,13.0863,34.99,2003,12,2003
2004-01-06,217,16049,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-19,217,27809,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-22,217,25756,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-01-29,217,21844,1,34.99,34.99,13.0863,34.99,2004,1,2004
2004-02-01,217,16824,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-07,217,16206,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-08,217,28405,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-16,217,12487,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-20,217,21663,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-20,217,28396,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-21,217,23905,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-26,217,28501,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-02-29,217,15608,1,34.99,34.99,13.0863,34.99,2004,2,2004
2004-03-01,217,25658,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-02,217,21043,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-05,217,28684,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-07,217,28521,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-11,217,23627,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-16,217,24018,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-19,217,18124,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-03-26,217,24033,1,34.99,34.99,13.0863,34.99,2004,3,2004
2004-04-02,217,15622,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-07,217,18027,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-10,217,20912,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-18,217,16448,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-27,217,16604,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-27,217,20913,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-29,217,17811,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-04-29,217,23957,1,34.99,34.99,13.0863,34.99,2004,4,2004
2004-05-01,217,21016,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-06,217,24532,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-12,217,24139,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-14,217,12125,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-18,217,12831,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-20,217,13406,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-22,217,21006,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-25,217,23975,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-27,217,23633,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-28,217,17103,1,34.99,34.99,13.0863,34.99,2004,5,2004
2004-05-29,217,25451,1,34.99,34.99,13.0863,34.99,2004,5,2004
